iter	Passed	Remaining
1524	19691	44871
1525	19698	44844
1526	19707	44822
1527	19713	44792
1528	19719	44765
1529	19727	44740
1530	19733	44713
1531	19740	44687
1532	19749	44665
1533	19756	44638
1534	19765	44617
1535	19771	44589
1536	19778	44563
1537	19788	44544
1538	19794	44515
1539	19801	44488
1540	19811	44469
1541	19819	44445
1542	19829	44426
1543	19836	44401
1544	19844	44377
1545	19856	44361
1546	19868	44347
1547	19874	44319
1548	19884	44299
1549	19894	44280
1550	19900	44254
1551	19913	44240
1552	19926	44227
1553	19933	44202
1554	19943	44183
1555	19950	44158
1556	19962	44142
1557	19972	44123
1558	19980	44101
1559	19989	44080
1560	19999	44059
1561	20007	44037
1562	20015	44014
1563	20024	43991
1564	20031	43967
1565	20038	43942
1566	20046	43917
1567	20055	43896
1568	20063	43872
1569	20073	43855
1570	20080	43829
1571	20089	43807
1572	20096	43783
1573	20109	43770
1574	20116	43746
1575	20126	43727
1576	20140	43715
1577	20148	43692
1578	20156	43670
1579	20166	43650
1580	20174	43628
1581	20184	43610
1582	20191	43584
1583	20201	43566
1584	20210	43545
1585	20222	43529
1586	20232	43511
1587	20240	43489
1588	20251	43472
1589	20257	43444
1590	20268	43429
1591	20274	43402
1592	20282	43378
1593	20295	43367
1594	20306	43350
1595	20314	43326
1596	20322	43305
1597	20329	43280
1598	20336	43254
1599	20342	43228
1600	20353	43211
1601	20360	43187
1602	20367	43162
1603	20379	43146
1604	20387	43124
1605	20394	43100
1606	20402	43076
1607	20411	43056
1608	20423	43042
1609	20431	43020
1610	20438	42995
1611	20445	42971
1612	20457	42957
1613	20463	42930
1614	20473	42911
1615	20482	42891
1616	20490	42868
1617	20499	42848
1618	20506	42824
1619	20513	42798
1620	20526	42788
1621	20535	42768
1622	20544	42747
1623	20558	42736
1624	20566	42715
1625	20573	42691
1626	20582	42669
1627	20594	42656
1628	20601	42631
1629	20611	42614
1630	20621	42595
1631	20628	42571
1632	20638	42553
1633	20645	42529
1634	20655	42511
1635	20666	42495
1636	20677	42479
1637	20689	42464
1638	20700	42449
1639	20711	42433
1640	20717	42406
1641	20727	42389
1642	20736	42368
1643	20745	42348
1644	20750	42321
1645	20757	42296
1646	20764	42272
1647	20770	42247
1648	20781	42231
1649	20787	42204
1650	20795	42182
1651	20804	42163
1652	20815	42147
1653	20824	42127
1654	20832	42105
1655	20839	42081
1656	20845	42056
1657	20854	42036
1658	20865	42020
1659	20872	41997
1660	20884	41983
1661	20890	41957
1662	20898	41934
1663	20905	41912
1664	20912	41887
1665	20921	41868
